Subject,phase,V1,V2,V3,V4,V5,V6,V0,id,session,meanHighChoice,meanPerf,propBest_HvLv,n_HvLv_trials,propBest_HvLv_eqRounds
16,1,0.08333333333333333,0.19166666666666668,0.125,0.2833333333333333,0.11666666666666667,0.19166666666666668,0.008333333333333333,1874,2,0.6666666666666666,0.8067110127557506,0.7777777777777778,72,0.7777777777777778
16,2,0.06666666666666667,0.2,0.075,0.2833333333333333,0.11666666666666667,0.25,0.008333333333333333,1874,2,0.7333333333333334,0.8528348072249817,0.8888888888888888,72,0.8888888888888888
17,1,0.08333333333333333,0.24166666666666667,0.125,0.24166666666666667,0.075,0.23333333333333334,0,1873,2,0.7166666666666667,0.8547659430235783,0.8611111111111112,72,0.8611111111111112
17,2,0.075,0.24166666666666667,0.1,0.25,0.041666666666666664,0.2916666666666667,0,1873,2,0.7833333333333334,0.9506000651975489,0.9722222222222222,72,0.9722222222222222
18,1,0.11666666666666667,0.23333333333333334,0.058333333333333334,0.225,0.11666666666666667,0.25,0,1870,2,0.7083333333333334,0.8611313216301391,0.8472222222222222,72,0.8472222222222222
18,2,0.09166666666666666,0.26666666666666666,0.058333333333333334,0.23333333333333334,0.075,0.275,0,1870,2,0.775,0.9326366686603544,0.9583333333333334,72,0.9583333333333334
19,1,0.08333333333333333,0.2,0.09166666666666666,0.2833333333333333,0.1,0.24166666666666667,0,1869,2,0.725,0.8627019019890761,0.875,72,0.875
19,2,0.10833333333333334,0.225,0.03333333333333333,0.25833333333333336,0.075,0.3,0,1869,2,0.7833333333333334,0.934927577678508,0.9722222222222222,72,0.9722222222222222
20,1,0.1,0.275,0.058333333333333334,0.20833333333333334,0.1,0.25833333333333336,0,1868,2,0.7416666666666667,0.8722732810892773,0.9027777777777778,72,0.9027777777777777
20,2,0.1,0.25833333333333336,0.041666666666666664,0.26666666666666666,0.075,0.25833333333333336,0,1868,2,0.7833333333333334,0.9597017936130157,0.9722222222222222,72,0.9722222222222222
21,1,0.1,0.23333333333333334,0.125,0.225,0.06666666666666667,0.24166666666666667,0.008333333333333333,1867,2,0.7000000000000001,0.8643003498612258,0.8333333333333334,72,0.8333333333333334
21,2,0.08333333333333333,0.25833333333333336,0.13333333333333333,0.275,0.025,0.225,0,1867,2,0.7583333333333334,0.9059054437235018,0.9305555555555556,72,0.9305555555555556
22,1,0.041666666666666664,0.24166666666666667,0.09166666666666666,0.25,0.13333333333333333,0.24166666666666667,0,1866,2,0.7333333333333334,0.8771251701726303,0.8888888888888888,72,0.8888888888888888
22,2,0.058333333333333334,0.20833333333333334,0.05,0.2916666666666667,0.1,0.2916666666666667,0,1866,2,0.7916666666666667,0.9540214580724931,0.9861111111111112,72,0.9861111111111112
23,1,0.058333333333333334,0.21666666666666667,0.1,0.225,0.14166666666666666,0.25833333333333336,0,1865,2,0.7,0.8567176592958632,0.8333333333333334,72,0.8333333333333334
23,2,0.06666666666666667,0.2916666666666667,0.08333333333333333,0.24166666666666667,0.058333333333333334,0.25833333333333336,0,1865,2,0.7916666666666667,0.9465295173530038,0.9861111111111112,72,0.9861111111111112
24,1,0.10833333333333334,0.25,0.1,0.21666666666666667,0.075,0.25,0,1863,2,0.7166666666666667,0.8470546344083125,0.8611111111111112,72,0.8611111111111112
24,2,0.09166666666666666,0.2833333333333333,0.016666666666666666,0.25833333333333336,0.1,0.25,0,1863,2,0.7916666666666667,0.9294719554406928,0.9861111111111112,72,0.9861111111111112
25,1,0.058333333333333334,0.225,0.15833333333333333,0.23333333333333334,0.10833333333333334,0.21666666666666667,0,1862,2,0.675,0.7985885106655183,0.7916666666666666,72,0.7916666666666667
25,2,0.05,0.2833333333333333,0.125,0.25,0.05,0.24166666666666667,0,1862,2,0.775,0.927945630231387,0.9583333333333334,72,0.9583333333333333
26,1,0.06666666666666667,0.25833333333333336,0.08333333333333333,0.24166666666666667,0.10833333333333334,0.24166666666666667,0,1860,2,0.7416666666666667,0.8964952450410193,0.9027777777777778,72,0.9027777777777778
26,2,0.058333333333333334,0.2916666666666667,0.03333333333333333,0.24166666666666667,0.10833333333333334,0.26666666666666666,0,1860,2,0.8,0.9622876209302613,1,72,1
27,1,0.06666666666666667,0.21666666666666667,0.2,0.225,0.075,0.20833333333333334,0.008333333333333333,1859,2,0.65,0.7756735529636145,0.75,72,0.75
27,2,0.03333333333333333,0.25833333333333336,0.11666666666666667,0.26666666666666666,0.058333333333333334,0.26666666666666666,0,1859,2,0.7916666666666667,0.937595658736703,0.9861111111111112,72,0.9861111111111112
28,1,0.09166666666666666,0.2,0.041666666666666664,0.24166666666666667,0.175,0.24166666666666667,0.008333333333333333,1858,2,0.6833333333333333,0.8144582522675604,0.8055555555555556,72,0.8055555555555556
28,2,0.16666666666666666,0.24166666666666667,0.10833333333333334,0.18333333333333332,0.09166666666666666,0.20833333333333334,0,1858,2,0.6333333333333333,0.7692270937650116,0.7222222222222222,72,0.7222222222222222
29,1,0.08333333333333333,0.21666666666666667,0.06666666666666667,0.25,0.09166666666666666,0.25,0.041666666666666664,1857,2,0.7166666666666667,0.8519553839706703,0.8611111111111112,72,0.8611111111111112
29,2,0.1,0.225,0.05,0.26666666666666666,0.09166666666666666,0.25833333333333336,0.008333333333333333,1857,2,0.75,0.8915522186034714,0.9305555555555556,72,0.9305555555555556
30,1,0.15833333333333333,0.175,0.058333333333333334,0.24166666666666667,0.14166666666666666,0.20833333333333334,0.016666666666666666,1855,2,0.625,0.7479195724152192,0.7083333333333334,72,0.7083333333333334
30,2,0.125,0.21666666666666667,0.05,0.24166666666666667,0.10833333333333334,0.25833333333333336,0,1855,2,0.7166666666666668,0.8443885639086435,0.8611111111111112,72,0.8611111111111112
31,1,0.10833333333333334,0.25833333333333336,0.05,0.24166666666666667,0.1,0.24166666666666667,0,1854,2,0.7416666666666667,0.8946503507297422,0.9027777777777778,72,0.9027777777777778
31,2,0.08333333333333333,0.275,0.058333333333333334,0.25833333333333336,0.06666666666666667,0.25833333333333336,0,1854,2,0.7916666666666667,0.9466194031700882,0.9861111111111112,72,0.9861111111111112
32,1,0.041666666666666664,0.23333333333333334,0.09166666666666666,0.275,0.125,0.225,0.008333333333333333,1852,2,0.7333333333333333,0.874547752306032,0.8888888888888888,72,0.8888888888888888
32,2,0.041666666666666664,0.275,0.1,0.20833333333333334,0.075,0.3,0,1852,2,0.7833333333333334,0.9277553044262867,0.9722222222222222,72,0.9722222222222222
33,1,0.08333333333333333,0.25,0.041666666666666664,0.24166666666666667,0.13333333333333333,0.24166666666666667,0.008333333333333333,1851,2,0.7333333333333334,0.8712657159914715,0.9027777777777778,72,0.9027777777777778
33,2,0.06666666666666667,0.2833333333333333,0.06666666666666667,0.25833333333333336,0.06666666666666667,0.25833333333333336,0,1851,2,0.8,0.9471444580902143,1,72,1
34,1,0.075,0.23333333333333334,0.06666666666666667,0.23333333333333334,0.10833333333333334,0.2833333333333333,0,1849,2,0.75,0.8908159726761056,0.9166666666666666,72,0.9166666666666666
34,2,0.075,0.25,0.06666666666666667,0.26666666666666666,0.075,0.26666666666666666,0,1849,2,0.7833333333333332,0.9237468994635234,0.9722222222222222,72,0.9722222222222222
35,1,0.125,0.14166666666666666,0.15,0.24166666666666667,0.15,0.18333333333333332,0.008333333333333333,1848,2,0.5666666666666667,0.6705092624950078,0.6111111111111112,72,0.6111111111111112
35,2,0.125,0.1,0.2,0.275,0.11666666666666667,0.18333333333333332,0,1848,2,0.5583333333333333,0.6630762010722775,0.5972222222222222,72,0.5972222222222222
36,1,0.06666666666666667,0.21666666666666667,0.11666666666666667,0.25,0.10833333333333334,0.23333333333333334,0.008333333333333333,1847,2,0.7,0.8349519568354067,0.8472222222222222,72,0.8472222222222222
36,2,0.058333333333333334,0.26666666666666666,0.10833333333333334,0.225,0.075,0.26666666666666666,0,1847,2,0.7583333333333333,0.8940384308824951,0.9305555555555556,72,0.9305555555555556
37,1,0.058333333333333334,0.225,0.11666666666666667,0.20833333333333334,0.11666666666666667,0.25833333333333336,0.016666666666666666,1846,2,0.6916666666666667,0.8314993885909139,0.8194444444444444,72,0.8194444444444444
37,2,0.08333333333333333,0.2833333333333333,0.016666666666666666,0.25833333333333336,0.09166666666666666,0.25833333333333336,0.008333333333333333,1846,2,0.8,0.9593854194531156,1,72,1
38,1,0.075,0.21666666666666667,0.10833333333333334,0.24166666666666667,0.09166666666666666,0.26666666666666666,0,1845,2,0.7250000000000001,0.8558043462190674,0.875,72,0.875
38,2,0.09166666666666666,0.26666666666666666,0.075,0.25833333333333336,0.025,0.26666666666666666,0.016666666666666666,1845,2,0.7916666666666667,0.9652620557243773,0.9861111111111112,72,0.9861111111111112
39,1,0.15,0.20833333333333334,0.11666666666666667,0.21666666666666667,0.14166666666666666,0.15833333333333333,0.008333333333333333,1843,2,0.5833333333333334,0.7051945031840525,0.6388888888888888,72,0.6388888888888888
39,2,0.1,0.25833333333333336,0.08333333333333333,0.20833333333333334,0.1,0.25,0,1843,2,0.7166666666666667,0.8764644370709629,0.8611111111111112,72,0.8611111111111112
40,1,0.06666666666666667,0.23333333333333334,0.13333333333333333,0.25,0.075,0.24166666666666667,0,1841,2,0.725,0.8595737823594257,0.875,72,0.875
40,2,0.05,0.30833333333333335,0.10833333333333334,0.23333333333333334,0.05,0.25,0,1841,2,0.7916666666666667,0.9556476691034159,0.9861111111111112,72,0.9861111111111112
41,1,0.06666666666666667,0.25,0.15,0.225,0.09166666666666666,0.21666666666666667,0,1838,2,0.6916666666666667,0.824285372612865,0.8194444444444444,72,0.8194444444444444
41,2,0.05,0.2916666666666667,0.06666666666666667,0.23333333333333334,0.08333333333333333,0.275,0,1838,2,0.8,0.9548767102252345,1,72,1
42,1,0.08333333333333333,0.25,0.09166666666666666,0.24166666666666667,0.075,0.25,0.008333333333333333,1839,2,0.7416666666666667,0.8915816314018097,0.9027777777777778,72,0.9027777777777778
42,2,0.06666666666666667,0.25,0.06666666666666667,0.275,0.09166666666666666,0.25,0,1839,2,0.775,0.9301768283575211,0.9583333333333334,72,0.9583333333333333
43,1,0.08333333333333333,0.23333333333333334,0.13333333333333333,0.2,0.10833333333333334,0.23333333333333334,0.008333333333333333,1840,2,0.6666666666666667,0.8153861060832587,0.7777777777777778,72,0.7777777777777777
43,2,0.058333333333333334,0.24166666666666667,0.10833333333333334,0.3,0.041666666666666664,0.25,0,1840,2,0.7916666666666666,0.9388277188319853,0.9861111111111112,72,0.9861111111111112
44,1,0.14166666666666666,0.25,0.06666666666666667,0.25,0.11666666666666667,0.175,0,1836,2,0.675,0.7957323984778378,0.7916666666666666,72,0.7916666666666667
44,2,0.058333333333333334,0.25833333333333336,0.05,0.23333333333333334,0.125,0.275,0,1836,2,0.7666666666666667,0.9314398385011351,0.9444444444444444,72,0.9444444444444444
45,1,0.041666666666666664,0.26666666666666666,0.13333333333333333,0.225,0.09166666666666666,0.24166666666666667,0,1834,2,0.7333333333333334,0.8494794853478521,0.8888888888888888,72,0.8888888888888888
45,2,0.03333333333333333,0.25833333333333336,0.10833333333333334,0.24166666666666667,0.058333333333333334,0.3,0,1834,2,0.8,0.9555382930088087,1,72,1
46,1,0.075,0.24166666666666667,0.075,0.2833333333333333,0.075,0.25,0,1833,2,0.775,0.9191662603172832,0.9583333333333334,72,0.9583333333333333
46,2,0.058333333333333334,0.275,0.058333333333333334,0.26666666666666666,0.08333333333333333,0.25833333333333336,0,1833,2,0.8,0.9450209204373531,1,72,1
47,1,0.125,0.23333333333333334,0.1,0.18333333333333332,0.14166666666666666,0.21666666666666667,0,1831,2,0.6333333333333333,0.741208637103266,0.7222222222222222,72,0.7222222222222222
47,2,0.11666666666666667,0.2,0.11666666666666667,0.26666666666666666,0.09166666666666666,0.2,0.008333333333333333,1831,2,0.6666666666666667,0.7952928976253217,0.7777777777777778,72,0.7777777777777778
48,1,0.11666666666666667,0.23333333333333334,0.06666666666666667,0.23333333333333334,0.06666666666666667,0.275,0.008333333333333333,1830,2,0.7416666666666667,0.8812196208617469,0.9027777777777778,72,0.9027777777777778
48,2,0.075,0.25,0.11666666666666667,0.25833333333333336,0.041666666666666664,0.25833333333333336,0,1830,2,0.7666666666666666,0.9084259276377147,0.9444444444444444,72,0.9444444444444444
49,1,0.11666666666666667,0.2833333333333333,0.08333333333333333,0.175,0.08333333333333333,0.25,0.008333333333333333,1829,2,0.7083333333333333,0.8540092520263594,0.8472222222222222,72,0.8472222222222222
49,2,0.041666666666666664,0.23333333333333334,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.25833333333333336,0,1829,2,0.7583333333333333,0.9014673388188293,0.9305555555555556,72,0.9305555555555556
50,1,0.06666666666666667,0.24166666666666667,0.125,0.225,0.06666666666666667,0.275,0,1828,2,0.7416666666666667,0.8811586465060016,0.9027777777777778,72,0.9027777777777778
50,2,0.025,0.2833333333333333,0.125,0.24166666666666667,0.06666666666666667,0.25833333333333336,0,1828,2,0.7833333333333334,0.9532046029507104,0.9722222222222222,72,0.9722222222222222
51,1,0.058333333333333334,0.23333333333333334,0.08333333333333333,0.24166666666666667,0.10833333333333334,0.25,0.025,1827,2,0.725,0.8342002821509703,0.8888888888888888,72,0.8888888888888888
51,2,0.1,0.21666666666666667,0.08333333333333333,0.24166666666666667,0.08333333333333333,0.275,0,1827,2,0.7333333333333334,0.8920549663202161,0.8888888888888888,72,0.8888888888888888
52,1,0.041666666666666664,0.26666666666666666,0.1,0.21666666666666667,0.11666666666666667,0.25833333333333336,0,1826,2,0.7416666666666667,0.8914068665189768,0.9027777777777778,72,0.9027777777777778
52,2,0.058333333333333334,0.24166666666666667,0.06666666666666667,0.2833333333333333,0.08333333333333333,0.26666666666666666,0,1826,2,0.7916666666666667,0.9399389416468611,0.9861111111111112,72,0.9861111111111112
53,1,0.075,0.25,0.1,0.21666666666666667,0.06666666666666667,0.2916666666666667,0,1824,2,0.7583333333333333,0.8880861966628452,0.9305555555555556,72,0.9305555555555556
53,2,0.058333333333333334,0.25833333333333336,0.06666666666666667,0.26666666666666666,0.075,0.275,0,1824,2,0.8,0.9416616100137846,1,72,1
54,1,0.06666666666666667,0.25,0.09166666666666666,0.23333333333333334,0.08333333333333333,0.275,0,1823,2,0.7583333333333333,0.8945243572141088,0.9305555555555556,72,0.9305555555555556
54,2,0.075,0.25,0.06666666666666667,0.26666666666666666,0.058333333333333334,0.2833333333333333,0,1823,2,0.7999999999999999,0.9610536225275031,1,72,1
55,1,0.13333333333333333,0.26666666666666666,0.10833333333333334,0.19166666666666668,0.075,0.225,0,1822,2,0.6833333333333333,0.8044319783432916,0.8055555555555556,72,0.8055555555555556
55,2,0.03333333333333333,0.25833333333333336,0.1,0.275,0.075,0.25833333333333336,0,1822,2,0.7916666666666667,0.9549590567070843,0.9861111111111112,72,0.9861111111111112
56,1,0.14166666666666666,0.20833333333333334,0.2,0.09166666666666666,0.15833333333333333,0.2,0,1821,2,0.5,0.5971150374424392,0.5,72,0.5
56,2,0.125,0.21666666666666667,0.16666666666666666,0.05,0.175,0.26666666666666666,0,1821,2,0.5333333333333333,0.627420852154659,0.5555555555555556,72,0.5555555555555556
57,1,0.09166666666666666,0.23333333333333334,0.15833333333333333,0.16666666666666666,0.08333333333333333,0.20833333333333334,0.058333333333333334,1820,2,0.6083333333333334,0.7332581613572455,0.7222222222222222,72,0.7222222222222222
57,2,0.16666666666666666,0.25,0.058333333333333334,0.225,0.06666666666666667,0.21666666666666667,0.016666666666666666,1820,2,0.6916666666666667,0.8226824629434936,0.8194444444444444,72,0.8194444444444444
58,1,0.1,0.26666666666666666,0.09166666666666666,0.19166666666666668,0.10833333333333334,0.23333333333333334,0.008333333333333333,1816,2,0.6916666666666667,0.7973330703619727,0.8194444444444444,72,0.8194444444444444
58,2,0.075,0.275,0.03333333333333333,0.20833333333333334,0.11666666666666667,0.2833333333333333,0.008333333333333333,1816,2,0.7666666666666667,0.9227944580429099,0.9444444444444444,72,0.9444444444444444
59,1,0.09166666666666666,0.2916666666666667,0.08333333333333333,0.24166666666666667,0.075,0.21666666666666667,0,1815,2,0.75,0.9094421512497171,0.9166666666666666,72,0.9166666666666666
59,2,0.1,0.30833333333333335,0.075,0.25833333333333336,0.025,0.23333333333333334,0,1815,2,0.8,0.956014805330785,1,72,1
60,1,0.09166666666666666,0.25,0.09166666666666666,0.225,0.15,0.19166666666666668,0,1814,2,0.6666666666666666,0.7882214195936816,0.7777777777777778,72,0.7777777777777778
60,2,0.041666666666666664,0.2916666666666667,0.075,0.25833333333333336,0.1,0.23333333333333334,0,1814,2,0.7833333333333334,0.9456817014162611,0.9722222222222222,72,0.9722222222222222
61,1,0.06666666666666667,0.20833333333333334,0.14166666666666666,0.26666666666666666,0.05,0.26666666666666666,0,1813,2,0.7416666666666667,0.8985180899594234,0.9027777777777778,72,0.9027777777777778
61,2,0.058333333333333334,0.26666666666666666,0.08333333333333333,0.2833333333333333,0.06666666666666667,0.24166666666666667,0,1813,2,0.7916666666666667,0.9373445358716347,0.9861111111111112,72,0.9861111111111112
62,1,0.16666666666666666,0.21666666666666667,0.06666666666666667,0.25,0.08333333333333333,0.21666666666666667,0,1812,2,0.6833333333333333,0.7988693909455973,0.8055555555555556,72,0.8055555555555556
62,2,0.09166666666666666,0.21666666666666667,0.08333333333333333,0.2916666666666667,0.05,0.26666666666666666,0,1812,2,0.7749999999999999,0.9147897699417408,0.9583333333333334,72,0.9583333333333333
63,1,0.11666666666666667,0.30833333333333335,0.041666666666666664,0.23333333333333334,0.06666666666666667,0.23333333333333334,0,1811,2,0.7750000000000001,0.9301842712968329,0.9583333333333334,72,0.9583333333333333
63,2,0.058333333333333334,0.31666666666666665,0.08333333333333333,0.24166666666666667,0.06666666666666667,0.23333333333333334,0,1811,2,0.7916666666666667,0.9400506811828362,0.9861111111111112,72,0.9861111111111112
64,1,0.15,0.20833333333333334,0.13333333333333333,0.2,0.13333333333333333,0.175,0,1810,2,0.5833333333333333,0.7070998026543209,0.6388888888888888,72,0.6388888888888888
64,2,0.15833333333333333,0.2,0.13333333333333333,0.2,0.125,0.18333333333333332,0,1810,2,0.5833333333333334,0.7336329204120406,0.6388888888888888,72,0.6388888888888888
65,1,0.06666666666666667,0.26666666666666666,0.09166666666666666,0.20833333333333334,0.09166666666666666,0.275,0,1809,2,0.75,0.8980745939122142,0.9166666666666666,72,0.9166666666666666
65,2,0.075,0.275,0.05,0.25833333333333336,0.075,0.26666666666666666,0,1809,2,0.8,0.9612313339695187,1,72,1
66,1,0.125,0.19166666666666668,0.15,0.15833333333333333,0.18333333333333332,0.16666666666666666,0.025,1807,2,0.5166666666666666,0.6123255744839297,0.5277777777777778,72,0.5277777777777778
66,2,0.13333333333333333,0.18333333333333332,0.18333333333333332,0.15833333333333333,0.18333333333333332,0.15833333333333333,0,1807,2,0.5,0.6089987242787709,0.5,72,0.5
67,1,0.10833333333333334,0.18333333333333332,0.11666666666666667,0.2,0.16666666666666666,0.21666666666666667,0.008333333333333333,1806,2,0.6,0.7238140934017714,0.6666666666666666,72,0.6666666666666667
67,2,0.11666666666666667,0.18333333333333332,0.13333333333333333,0.18333333333333332,0.15,0.23333333333333334,0,1806,2,0.6,0.7277166172620537,0.6666666666666666,72,0.6666666666666666
68,1,0.1,0.20833333333333334,0.09166666666666666,0.275,0.075,0.25,0,1803,2,0.7333333333333334,0.8914929599720209,0.8888888888888888,72,0.8888888888888888
68,2,0.03333333333333333,0.275,0.075,0.25833333333333336,0.1,0.25833333333333336,0,1803,2,0.7916666666666667,0.9436392486026537,0.9861111111111112,72,0.9861111111111112
69,1,0.15,0.275,0.025,0.25833333333333336,0.075,0.21666666666666667,0,1802,2,0.7500000000000001,0.9076254891746293,0.9166666666666666,72,0.9166666666666666
69,2,0.08333333333333333,0.26666666666666666,0.058333333333333334,0.2916666666666667,0.06666666666666667,0.23333333333333334,0,1802,2,0.7916666666666667,0.9393398387840499,0.9861111111111112,72,0.9861111111111112
70,1,0.1,0.23333333333333334,0.125,0.2,0.075,0.24166666666666667,0.025,1801,2,0.675,0.7979723928863995,0.8055555555555556,72,0.8055555555555556
70,2,0.08333333333333333,0.20833333333333334,0.058333333333333334,0.25833333333333336,0.08333333333333333,0.30833333333333335,0,1801,2,0.775,0.9339864774556413,0.9583333333333334,72,0.9583333333333333
71,1,0.14166666666666666,0.23333333333333334,0.075,0.2,0.11666666666666667,0.23333333333333334,0,1800,2,0.6666666666666667,0.8113738635508281,0.7777777777777778,72,0.7777777777777778
71,2,0.09166666666666666,0.24166666666666667,0.016666666666666666,0.26666666666666666,0.1,0.2833333333333333,0,1800,2,0.7916666666666666,0.9542072345635143,0.9861111111111112,72,0.9861111111111112
72,1,0.06666666666666667,0.23333333333333334,0.09166666666666666,0.26666666666666666,0.125,0.21666666666666667,0,1799,2,0.7166666666666667,0.8481405428643506,0.8611111111111112,72,0.8611111111111112
72,2,0.075,0.26666666666666666,0.041666666666666664,0.2916666666666667,0.08333333333333333,0.24166666666666667,0,1799,2,0.8,0.9626266959418581,1,72,1
73,1,0.09166666666666666,0.25833333333333336,0.125,0.20833333333333334,0.075,0.24166666666666667,0,1798,2,0.7083333333333334,0.8575520050555423,0.8472222222222222,72,0.8472222222222222
73,2,0.125,0.2833333333333333,0.075,0.25,0.05,0.21666666666666667,0,1798,2,0.75,0.9122142557665631,0.9166666666666666,72,0.9166666666666666
74,1,0.1,0.25833333333333336,0.05,0.25,0.10833333333333334,0.23333333333333334,0,1797,2,0.7416666666666667,0.8876919692478634,0.9027777777777778,72,0.9027777777777778
74,2,0.08333333333333333,0.25833333333333336,0.058333333333333334,0.275,0.075,0.23333333333333334,0.016666666666666666,1797,2,0.7666666666666668,0.9189745919948621,0.9583333333333334,72,0.9583333333333333
75,1,0.09166666666666666,0.3,0.05,0.24166666666666667,0.1,0.20833333333333334,0.008333333333333333,1796,2,0.75,0.900578923593774,0.9166666666666666,72,0.9166666666666666
75,2,0.075,0.25,0.058333333333333334,0.25,0.075,0.2916666666666667,0,1796,2,0.7916666666666667,0.9451726559614742,0.9861111111111112,72,0.9861111111111112
76,1,0.11666666666666667,0.15833333333333333,0.058333333333333334,0.225,0.175,0.24166666666666667,0.025,1795,2,0.625,0.7490110477581284,0.7222222222222222,72,0.7222222222222222
