id,tau,omega,tau_est,omega_est
1,0.9614735725285329,0.29849399300292134,0.9181161808719753,0.4779902500481513
2,1.5528385657495811,-1.018027200596407,1.3680070398575388,-1.0482709226157731
3,1.0465197779279638,-0.3223907249048352,0.503546036522481,-0.506625939925764
4,1.6946634748350244,-0.403351825196296,1.724420316435641,-0.6741896551961268
5,0.7587481751972874,0.4326986444648355,0.7106499275144719,-0.1062173809976286
6,0.40811604016996056,-0.07257991656661034,0.5751780358519915,-0.42846144823472504
7,0.9545041026401583,1.3969485852867365,0.9300312441826173,0.7709052504305174
8,1.4549684943028414,0.8560492617543787,1.3589845525595363,0.6003756748131132
9,0.9867417157308145,0.9098304861690849,1.1584110192338644,1.0343301851262878
10,0.48617182102723155,0.7269251577090472,0.5875611107653775,0.22671660066474034
11,1.3839160454704766,-0.8508081086911261,1.0473496931814288,-0.944745290421099
12,1.0006838313741735,0.462350201793015,0.8858885358798935,0.26761775288498346
13,0.9210641173848274,0.4349880013614893,0.8395687408097275,0.2681118501291833
14,0.8303616136610762,1.3234781473875046,1.2467449732036002,0.5701134749714074
15,1.7791145939211133,-0.5972500196658075,1.6803566196899649,-0.7503284787738665
16,0.930557437784688,1.0833321281243116,0.5631370394897097,0.7891357982753198
17,0.8340552546392165,-0.012405855813995004,0.6661792389517128,-0.01649250543275986
18,0.6628050571553259,0.2975220666266978,0.6956732187806087,0.26637889346992044
19,4.407182699468507,1.023443766636774,3.845065930795248,1.0176034636925095
20,0.5959259854904159,-0.27041276078671217,1.0549990198960195,-0.335426789662414
21,0.4510202554965502,0.7698943256400526,0.5328502904699226,0.34742446136900257
22,0.8447734150355365,-0.7732957431580871,0.38029462883538206,0.08832842347804226
23,1.5655433424279526,-1.4727137514855713,1.6215704150250059,-1.3407138491801716
24,1.1446924975634862,-1.1641081015113741,1.1934190607428976,-0.9877576261765502
25,0.8566658079463206,1.3508920739404857,0.835395451129024,1.2168203629811907
26,2.3515069384781238,-1.015988537343219,2.0895878440392486,-1.3609412486967716
27,0.5967791718215456,-0.21483040577732027,0.6115298402577238,-0.504479570146424
28,2.0724678762026336,1.2087999684736133,1.9487010246935772,1.4147152248752093
29,1.0493501037465154,-1.2135268889833242,0.9585763608295141,-1.2371896524515966
30,0.9748573413672265,1.1092210651841015,0.6575011977015252,0.63042950356147
31,0.6706479817195065,-0.225139050045982,0.5617287983481206,-0.07991644932413963
32,4.163000334871384,-0.22639930970035493,4.496165731972219,-0.26102847499475024
33,0.8897861864770945,-0.656278733862564,1.1693620526164452,-0.7125596733051814
34,0.3928484302081547,-0.935997327324003,0.4831431037295366,-0.36943021748626065
35,1.2081810544145841,-0.34401502436958253,0.8501064749539536,-0.07870271312783146
36,1.5951134989104578,-0.7092035757377744,1.290823689935106,-0.567999795454045
37,0.9398081032815949,1.1157551344949752,1.2099157972247312,1.0974902819726557
38,0.8599620623309931,0.6369592796545476,0.7964348694396101,-0.5719575638802951
39,1.2166313742667996,1.3337555781472474,1.7085934666648905,1.3265069012853747
40,0.7739105933090681,-0.7704225420020521,1.027677566152518,-0.25975129994624313
41,1.2675325959447505,1.2403126009739935,1.3655272248166095,1.4350093334710032
42,2.198284948668514,-0.9290613171178848,1.5378688620222905,-1.0797093799936721
43,0.7948962158943237,-0.4057437514420599,0.36235468406330673,-0.2524098255007563
44,0.6638034047999282,-0.8830223169643432,0.6274949064768903,-0.6285004936540748
45,0.7604415810998855,-1.0755723661277443,1.1027461111982997,-0.5761949529505157
46,1.5918103209105625,-1.4054023968055844,1.818612132507676,-1.3785930312348471
47,1.3197830544365452,0.030032671988010406,1.5255607724320652,0.47726071452091173
48,1.3519223946213772,-0.3711017444729805,1.4344964226061108,-0.6189268192437106
49,0.35668117221801904,-1.1456051969435066,0.6130331035853309,-0.11189012413278235
50,0.48078944833742326,0.5356541834771633,0.5204957529530801,0.7005415619866409
51,1.3958959309687848,-0.914565781597048,1.6092961216640962,-0.5854870945148628
52,0.5159432643120286,0.8330606671515852,0.5250658062531387,0.17731997559808635
53,0.7994297975368986,0.46369060571305454,0.6890322399013205,0.7116820185175206
54,1.0225982799543252,-0.8072548862546682,0.6444807013792984,-0.22637765816318742
55,0.9886587687035892,0.368971299380064,0.6703652757534936,0.21023173392416766
56,0.9337614511690248,0.03595942072570324,0.7616686430795551,0.320412329040111
57,1.1994350920370713,1.4685764370951802,0.8417618723646443,1.0995116955081523
58,1.330957308202853,-0.7396935664582998,1.631205475708095,-0.33179958341105537
59,0.5149524564670216,1.2007118880283087,0.5549225753244332,0.7799916860621532
60,1.5581342032941665,-0.5613106491509825,1.5698876439185088,-0.808051630245663
61,1.0754872036470924,-1.1142457744572312,1.1964738084527415,-0.6664600075915045
62,0.7962538337004565,0.15967334783636034,0.6325613218122322,-0.45075363621138453
63,1.37151506671309,-0.3219890738837421,0.7447782465693544,-0.5012188106042549
64,0.5726515195720343,0.9344732249155641,0.4527052400955755,0.17939023068871646
65,0.3307202641206514,-1.1276358598843217,0.39427676756340796,0.34719528449426706
66,1.0173115475642012,0.65631197928451,0.9345261047401144,0.9127248017278407
67,1.0770272191350463,-0.5654810790438205,0.8290941331334801,0.6215872651905189
68,1.3083675264549068,0.019802764523774385,0.9492036844056809,0.419247172065295
69,2.5836745913905497,0.9377440705429763,2.5178080803131184,0.7518533084938822
